Match_ID,T1P1,T1P2,T1P3,T1P4,T1P5,T1P6,T1P7,T1P8,T1P9,T1P10,T1P11,T2P1,T2P2,T2P3,T2P4,T2P5,T2P6,T2P7,T2P8,T2P9,T2P10,T2P11,T1P1_ID,T1P2_ID,T1P3_ID,T1P4_ID,T1P5_ID,T1P6_ID,T1P7_ID,T1P8_ID,T1P9_ID,T1P10_ID,T1P11_ID,T2P1_ID,T2P2_ID,T2P3_ID,T2P4_ID,T2P5_ID,T2P6_ID,T2P7_ID,T2P8_ID,T2P9_ID,T2P10_ID,T2P11_ID
1304062,MA Agarwal,S Dhawan,JM Bairstow,LS Livingstone,JM Sharma,OF Smith,M Shahrukh Khan,K Rabada,RD Chahar,VG Arora,Arshdeep Singh,MS Wade,Shubman Gill,B Sai Sudharsan,HH Pandya,DA Miller,R Tewatia,A Manohar,Rashid Khan,DG Nalkande,Mohammed Shami,LH Ferguson,90336,90501,90250,90317,90252,90404,90332,90267,90466,90621,90071,90380,90546,90090,90211,90141,90456,90009,90463,90147,90371,90310
1304061,PP Shaw,DA Warner,R Powell,RR Pant,SN Khan,Lalit Yadav,AR Patel,SN Thakur,Kuldeep Yadav,Mustafizur Rahman,A Nortje,KL Rahul,Q de Kock,E Lewis,DJ Hooda,KH Pandya,A Badoni,K Gowtham,JO Holder,Avesh Khan,AJ Tye,Ravi Bishnoi,90433,90142,90448,90483,90559,90308,90070,90560,90299,90383,90015,90288,90439,90178,90151,90282,90002,90264,90253,90081,90048,90465
1304060,RG Sharma,Ishan Kishan,D Brevis,SA Yadav,Tilak Varma,KA Pollard,DR Sams,M Ashwin,TS Mills,JJ Bumrah,Basil Thampi,AM Rahane,VR Iyer,SS Iyer,SW Billings,N Rana,AD Russell,PJ Cummins,SP Narine,Rasikh Salam,UT Yadav,CV Chakravarthy,90471,90225,90134,90521,90599,90272,90170,90318,90608,90245,90095,90054,90626,90572,90583,90387,90042,90426,90566,90464,90616,90133
1304059,JC Buttler,YBK Jaiswal,D Padikkal,SV Samson,SO Hetmyer,R Parag,R Ashwin,Navdeep Saini,TA Boult,YS Chahal,M Prasidh Krishna,F du Plessis,Anuj Rawat,V Kohli,DJ Willey,SE Rutherford,Shahbaz Ahmed,KD Karthik,HV Patel,PWH de Silva,Mohammed Siraj,Akash Deep,90237,90646,90137,90582,90561,90447,90440,90389,90594,90649,90330,90182,90064,90617,90158,90536,90537,90281,90214,90438,90372,90050
1304058,KL Rahul,Q de Kock,E Lewis,MK Pandey,DJ Hooda,A Badoni,KH Pandya,JO Holder,AJ Tye,Ravi Bishnoi,Avesh Khan,Abhishek Sharma,KS Williamson,RA Tripathi,AK Markram,N Pooran,Washington Sundar,Abdul Samad,R Shepherd,B Kumar,Umran Malik,T Natarajan,90288,90439,90178,90359,90151,90002,90282,90253,90048,90465,90081,90033,90298,90461,90049,90386,90634,90031,90454,90087,90614,90589
1304057,MA Agarwal,S Dhawan,PBB Rajapaksa,LS Livingstone,JM Sharma,M Shahrukh Khan,OF Smith,K Rabada,RD Chahar,VG Arora,Arshdeep Singh,RV Uthappa,RD Gaikwad,MM Ali,AT Rayudu,RA Jadeja,S Dube,MS Dhoni,DJ Bravo,D Pretorius,CJ Jordan,Mukesh Choudhary,90336,90501,90422,90317,90252,90332,90404,90267,90466,90621,90071,90494,90467,90362,90078,90459,90502,90378,90149,90138,90124,90382
1304056,MS Wade,Shubman Gill,V Shankar,HH Pandya,DA Miller,R Tewatia,A Manohar,Rashid Khan,VR Aaron,LH Ferguson,Mohammed Shami,PP Shaw,TL Seifert,Mandeep Singh,RR Pant,Lalit Yadav,R Powell,AR Patel,SN Thakur,Kuldeep Yadav,KK Ahmed,Mustafizur Rahman,90380,90546,90620,90211,90141,90456,90009,90463,90625,90310,90371,90433,90601,90340,90483,90308,90448,90070,90560,90299,90284,90383
1304055,JC Buttler,YBK Jaiswal,D Padikkal,SV Samson,SO Hetmyer,R Parag,R Ashwin,Navdeep Saini,TA Boult,YS Chahal,M Prasidh Krishna,Ishan Kishan,RG Sharma,Anmolpreet Singh,Tilak Varma,KA Pollard,TH David,DR Sams,M Ashwin,JJ Bumrah,TS Mills,Basil Thampi,90237,90646,90137,90582,90561,90447,90440,90389,90594,90649,90330,90225,90471,90063,90599,90272,90598,90170,90318,90245,90608,90095
1304054,MA Agarwal,S Dhawan,PBB Rajapaksa,LS Livingstone,RA Bawa,M Shahrukh Khan,Harpreet Brar,OF Smith,RD Chahar,K Rabada,Arshdeep Singh,AM Rahane,VR Iyer,SS Iyer,SW Billings,N Rana,AD Russell,SP Narine,TG Southee,UT Yadav,CV Chakravarthy,Shivam Mavi,90336,90501,90422,90317,90458,90332,90205,90404,90466,90267,90071,90054,90626,90572,90583,90387,90042,90566,90597,90616,90133,90541
1304053,RV Uthappa,RD Gaikwad,MM Ali,S Dube,AT Rayudu,RA Jadeja,MS Dhoni,D Pretorius,DJ Bravo,TU Deshpande,Mukesh Choudhary,KL Rahul,Q de Kock,MK Pandey,E Lewis,DJ Hooda,A Badoni,KH Pandya,PVD Chameera,AJ Tye,Ravi Bishnoi,Avesh Khan,90494,90467,90362,90502,90078,90459,90378,90138,90149,90609,90382,90288,90439,90359,90178,90151,90002,90282,90437,90048,90465,90081
1304052,AM Rahane,VR Iyer,SS Iyer,N Rana,SP Narine,SW Billings,SP Jackson,AD Russell,TG Southee,UT Yadav,CV Chakravarthy,F du Plessis,Anuj Rawat,V Kohli,DJ Willey,SE Rutherford,Shahbaz Ahmed,KD Karthik,PWH de Silva,HV Patel,Mohammed Siraj,Akash Deep,90054,90626,90572,90387,90566,90583,90565,90042,90597,90616,90133,90182,90064,90617,90158,90536,90537,90281,90438,90214,90372,90050
1304051,JC Buttler,YBK Jaiswal,SV Samson,D Padikkal,SO Hetmyer,R Parag,NM Coulter-Nile,R Ashwin,YS Chahal,TA Boult,M Prasidh Krishna,KS Williamson,Abhishek Sharma,RA Tripathi,N Pooran,AK Markram,Abdul Samad,R Shepherd,Washington Sundar,B Kumar,Umran Malik,T Natarajan,90237,90646,90582,90137,90561,90447,90397,90440,90649,90594,90330,90298,90033,90461,90386,90049,90031,90454,90634,90087,90614,90589
1304050,KL Rahul,Q de Kock,E Lewis,MK Pandey,DJ Hooda,A Badoni,KH Pandya,PVD Chameera,Mohsin Khan,Ravi Bishnoi,Avesh Khan,Shubman Gill,MS Wade,V Shankar,HH Pandya,DA Miller,R Tewatia,A Manohar,Rashid Khan,LH Ferguson,Mohammed Shami,VR Aaron,90288,90439,90178,90359,90151,90002,90282,90437,90373,90465,90081,90546,90380,90620,90211,90141,90456,90009,90463,90310,90371,90625
1304049,F du Plessis,Anuj Rawat,V Kohli,KD Karthik,SE Rutherford,DJ Willey,Shahbaz Ahmed,PWH de Silva,HV Patel,Mohammed Siraj,Akash Deep,MA Agarwal,S Dhawan,PBB Rajapaksa,LS Livingstone,RA Bawa,M Shahrukh Khan,OF Smith,Harpreet Brar,Arshdeep Singh,Sandeep Sharma,RD Chahar,90182,90064,90617,90281,90536,90158,90537,90438,90214,90372,90050,90336,90501,90422,90317,90458,90332,90404,90205,90071,90524,90466
1304048,RG Sharma,Ishan Kishan,Anmolpreet Singh,Tilak Varma,KA Pollard,TH David,DR Sams,M Ashwin,TS Mills,JJ Bumrah,Basil Thampi,PP Shaw,TL Seifert,Mandeep Singh,RR Pant,Lalit Yadav,R Powell,SN Thakur,AR Patel,Kuldeep Yadav,KK Ahmed,KL Nagarkoti,90471,90225,90063,90599,90272,90598,90170,90318,90608,90245,90095,90433,90601,90340,90483,90308,90448,90560,90070,90299,90284,90287
1304047,RD Gaikwad,DP Conway,RV Uthappa,AT Rayudu,RA Jadeja,S Dube,MS Dhoni,DJ Bravo,MJ Santner,AF Milne,TU Deshpande,AM Rahane,VR Iyer,N Rana,SS Iyer,SW Billings,SP Jackson,AD Russell,SP Narine,UT Yadav,Shivam Mavi,CV Chakravarthy,90467,90165,90494,90078,90459,90502,90378,90149,90357,90043,90609,90054,90626,90387,90572,90583,90565,90042,90566,90616,90541,90133
1254117,RD Gaikwad,F du Plessis,RV Uthappa,MM Ali,AT Rayudu,MS Dhoni,RA Jadeja,DJ Bravo,SN Thakur,DL Chahar,JR Hazlewood,Shubman Gill,VR Iyer,N Rana,SP Narine,EJG Morgan,KD Karthik,Shakib Al Hasan,RA Tripathi,LH Ferguson,Shivam Mavi,CV Chakravarthy,90467,90182,90494,90362,90078,90378,90459,90149,90560,90161,90259,90546,90626,90387,90566,90179,90281,90539,90461,90310,90541,90133
1254116,PP Shaw,S Dhawan,MP Stoinis,SS Iyer,RR Pant,SO Hetmyer,AR Patel,R Ashwin,K Rabada,Avesh Khan,A Nortje,Shubman Gill,VR Iyer,N Rana,RA Tripathi,KD Karthik,EJG Morgan,Shakib Al Hasan,SP Narine,LH Ferguson,Shivam Mavi,CV Chakravarthy,90433,90501,90375,90572,90483,90561,90070,90440,90267,90081,90015,90546,90626,90387,90461,90281,90179,90539,90566,90310,90541,90133
1254115,D Padikkal,V Kohli,KS Bharat,GJ Maxwell,AB de Villiers,Shahbaz Ahmed,DT Christian,HV Patel,GHS Garton,Mohammed Siraj,YS Chahal,Shubman Gill,VR Iyer,RA Tripathi,N Rana,SP Narine,KD Karthik,EJG Morgan,Shakib Al Hasan,LH Ferguson,Shivam Mavi,CV Chakravarthy,90137,90617,90296,90197,90028,90537,90175,90214,90195,90372,90649,90546,90626,90461,90387,90566,90281,90179,90539,90310,90541,90133
1254114,PP Shaw,S Dhawan,SS Iyer,AR Patel,RR Pant,SO Hetmyer,TK Curran,R Ashwin,K Rabada,Avesh Khan,A Nortje,RD Gaikwad,F du Plessis,RV Uthappa,SN Thakur,AT Rayudu,MM Ali,MS Dhoni,RA Jadeja,DJ Bravo,DL Chahar,JR Hazlewood,90433,90501,90572,90070,90483,90561,90600,90440,90267,90081,90015,90467,90182,90494,90560,90078,90362,90378,90459,90149,90161,90259
1254101,PP Shaw,S Dhawan,RR Pant,SS Iyer,SO Hetmyer,RV Patel,AR Patel,R Ashwin,K Rabada,Avesh Khan,A Nortje,V Kohli,D Padikkal,KS Bharat,AB de Villiers,GJ Maxwell,DT Christian,Shahbaz Ahmed,GHS Garton,HV Patel,Mohammed Siraj,YS Chahal,90433,90501,90483,90572,90561,90493,90070,90440,90267,90081,90015,90617,90137,90296,90028,90197,90175,90537,90195,90214,90372,90649
1254088,RG Sharma,Ishan Kishan,HH Pandya,KA Pollard,SA Yadav,JDS Neesham,KH Pandya,NM Coulter-Nile,PP Chawla,JJ Bumrah,TA Boult,JJ Roy,Abhishek Sharma,MK Pandey,Mohammad Nabi,Abdul Samad,PK Garg,JO Holder,Rashid Khan,WP Saha,S Kaul,Umran Malik,90471,90225,90211,90272,90521,90241,90282,90397,90431,90245,90594,90246,90033,90359,90370,90031,90428,90253,90463,90636,90504,90614
1254106,Shubman Gill,VR Iyer,N Rana,RA Tripathi,KD Karthik,EJG Morgan,Shakib Al Hasan,SP Narine,LH Ferguson,CV Chakravarthy,Shivam Mavi,YBK Jaiswal,LS Livingstone,SV Samson,S Dube,Anuj Rawat,GD Phillips,R Tewatia,CH Morris,JD Unadkat,C Sakariya,Mustafizur Rahman,90546,90626,90387,90461,90281,90179,90539,90566,90310,90133,90541,90646,90317,90582,90502,90064,90193,90456,90119,90239,90114,90383
1254094,RD Gaikwad,F du Plessis,MM Ali,RV Uthappa,AT Rayudu,MS Dhoni,RA Jadeja,DJ Bravo,DL Chahar,SN Thakur,JR Hazlewood,KL Rahul,MA Agarwal,SN Khan,M Shahrukh Khan,AK Markram,MC Henriques,CJ Jordan,Harpreet Brar,Ravi Bishnoi,Mohammed Shami,Arshdeep Singh,90467,90182,90362,90494,90078,90378,90459,90149,90161,90560,90259,90288,90336,90559,90332,90049,90343,90124,90205,90465,90371,90071
1254095,JJ Roy,Abhishek Sharma,KS Williamson,PK Garg,Abdul Samad,WP Saha,JO Holder,Rashid Khan,B Kumar,S Kaul,Umran Malik,V Kohli,D Padikkal,DT Christian,KS Bharat,GJ Maxwell,AB de Villiers,Shahbaz Ahmed,GHS Garton,HV Patel,Mohammed Siraj,YS Chahal,90246,90033,90298,90428,90031,90636,90253,90463,90087,90504,90614,90617,90137,90175,90296,90197,90028,90537,90195,90214,90372,90649
1254093,E Lewis,YBK Jaiswal,SV Samson,S Dube,GD Phillips,DA Miller,R Tewatia,S Gopal,C Sakariya,K Yadav,Mustafizur Rahman,RG Sharma,Ishan Kishan,SA Yadav,HH Pandya,SS Tiwary,KA Pollard,JDS Neesham,NM Coulter-Nile,J Yadav,JJ Bumrah,TA Boult,90178,90646,90582,90502,90193,90141,90456,90503,90114,90270,90383,90471,90225,90521,90211,90577,90272,90241,90397,90231,90245,90594
1254110,RD Gaikwad,F du Plessis,RV Uthappa,MM Ali,AT Rayudu,MS Dhoni,RA Jadeja,DJ Bravo,DL Chahar,SN Thakur,JR Hazlewood,PP Shaw,S Dhawan,SS Iyer,RR Pant,RV Patel,R Ashwin,SO Hetmyer,AR Patel,K Rabada,Avesh Khan,A Nortje,90467,90182,90494,90362,90078,90378,90459,90149,90161,90560,90259,90433,90501,90572,90483,90493,90440,90561,90070,90267,90081,90015
1254090,V Kohli,D Padikkal,DT Christian,GJ Maxwell,AB de Villiers,Shahbaz Ahmed,KS Bharat,GHS Garton,HV Patel,Mohammed Siraj,YS Chahal,KL Rahul,MA Agarwal,N Pooran,AK Markram,SN Khan,M Shahrukh Khan,MC Henriques,Harpreet Brar,Ravi Bishnoi,Mohammed Shami,Arshdeep Singh,90617,90137,90175,90197,90028,90537,90296,90195,90214,90372,90649,90288,90336,90386,90049,90559,90332,90343,90205,90465,90371,90071
1254109,JJ Roy,WP Saha,KS Williamson,PK Garg,Abhishek Sharma,Abdul Samad,JO Holder,Rashid Khan,B Kumar,S Kaul,Umran Malik,Shubman Gill,VR Iyer,RA Tripathi,N Rana,KD Karthik,EJG Morgan,Shakib Al Hasan,SP Narine,TG Southee,CV Chakravarthy,Shivam Mavi,90246,90636,90298,90428,90033,90031,90253,90463,90087,90504,90614,90546,90626,90461,90387,90281,90179,90539,90566,90597,90133,90541
1254112,RG Sharma,Q de Kock,SA Yadav,SS Tiwary,KA Pollard,HH Pandya,KH Pandya,NM Coulter-Nile,J Yadav,JJ Bumrah,TA Boult,PP Shaw,S Dhawan,SPD Smith,RR Pant,SS Iyer,AR Patel,SO Hetmyer,R Ashwin,K Rabada,Avesh Khan,A Nortje,90471,90439,90521,90577,90272,90211,90282,90397,90231,90245,90594,90433,90501,90567,90483,90572,90070,90561,90440,90267,90081,90015
1254089,RD Gaikwad,F du Plessis,SK Raina,MM Ali,AT Rayudu,RA Jadeja,MS Dhoni,SM Curran,SN Thakur,JR Hazlewood,KM Asif,E Lewis,YBK Jaiswal,SV Samson,S Dube,GD Phillips,DA Miller,R Tewatia,Akash Singh,M Markande,C Sakariya,Mustafizur Rahman,90467,90182,90549,90362,90078,90459,90378,90554,90560,90259,90289,90178,90646,90582,90502,90193,90141,90456,90051,90325,90114,90383
1254102,VR Iyer,Shubman Gill,RA Tripathi,N Rana,EJG Morgan,KD Karthik,TL Seifert,SP Narine,TG Southee,CV Chakravarthy,Shivam Mavi,KL Rahul,MA Agarwal,N Pooran,AK Markram,DJ Hooda,M Shahrukh Khan,FA Allen,NT Ellis,Ravi Bishnoi,Mohammed Shami,Arshdeep Singh,90626,90546,90461,90387,90179,90281,90601,90566,90597,90133,90541,90288,90336,90386,90049,90151,90332,90183,90399,90465,90371,90071
1254091,JJ Roy,WP Saha,KS Williamson,PK Garg,Abhishek Sharma,Abdul Samad,JO Holder,Rashid Khan,B Kumar,Sandeep Sharma,S Kaul,RD Gaikwad,F du Plessis,MM Ali,SK Raina,AT Rayudu,MS Dhoni,RA Jadeja,DJ Bravo,SN Thakur,DL Chahar,JR Hazlewood,90246,90636,90298,90428,90033,90031,90253,90463,90087,90524,90504,90467,90182,90362,90549,90078,90378,90459,90149,90560,90161,90259
1254103,E Lewis,YBK Jaiswal,SV Samson,MK Lomror,LS Livingstone,R Tewatia,R Parag,CH Morris,C Sakariya,Kartik Tyagi,Mustafizur Rahman,V Kohli,D Padikkal,KS Bharat,GJ Maxwell,AB de Villiers,DT Christian,Shahbaz Ahmed,GHS Garton,HV Patel,Mohammed Siraj,YS Chahal,90178,90646,90582,90358,90317,90456,90447,90119,90114,90277,90383,90617,90137,90296,90197,90028,90175,90537,90195,90214,90372,90649
1254099,KL Rahul,Mandeep Singh,CH Gayle,AK Markram,N Pooran,DJ Hooda,Harpreet Brar,NT Ellis,Ravi Bishnoi,Mohammed Shami,Arshdeep Singh,RG Sharma,Q de Kock,SA Yadav,SS Tiwary,HH Pandya,KA Pollard,KH Pandya,NM Coulter-Nile,RD Chahar,TA Boult,JJ Bumrah,90288,90340,90118,90049,90386,90151,90205,90399,90465,90371,90071,90471,90439,90521,90577,90211,90272,90282,90397,90466,90594,90245
1254092,SPD Smith,S Dhawan,SS Iyer,RR Pant,SO Hetmyer,Lalit Yadav,AR Patel,R Ashwin,K Rabada,Avesh Khan,A Nortje,Shubman Gill,VR Iyer,RA Tripathi,N Rana,EJG Morgan,KD Karthik,SP Narine,TG Southee,LH Ferguson,S Sandeep Warrier,CV Chakravarthy,90567,90501,90572,90483,90561,90308,90070,90440,90267,90081,90015,90546,90626,90461,90387,90179,90281,90566,90597,90310,90513,90133
1254100,E Lewis,YBK Jaiswal,SV Samson,LS Livingstone,MK Lomror,R Parag,R Tewatia,CH Morris,JD Unadkat,C Sakariya,Mustafizur Rahman,JJ Roy,WP Saha,KS Williamson,PK Garg,Abhishek Sharma,JO Holder,Abdul Samad,Rashid Khan,B Kumar,Sandeep Sharma,S Kaul,90178,90646,90582,90317,90358,90447,90456,90119,90239,90114,90383,90246,90636,90298,90428,90033,90253,90031,90463,90087,90524,90504
1254098,Shubman Gill,VR Iyer,RA Tripathi,EJG Morgan,N Rana,AD Russell,KD Karthik,SP Narine,LH Ferguson,M Prasidh Krishna,CV Chakravarthy,RD Gaikwad,F du Plessis,MM Ali,AT Rayudu,SK Raina,MS Dhoni,RA Jadeja,SM Curran,SN Thakur,DL Chahar,JR Hazlewood,90546,90626,90461,90179,90387,90042,90281,90566,90310,90330,90133,90467,90182,90362,90078,90549,90378,90459,90554,90560,90161,90259
1254108,V Kohli,D Padikkal,KS Bharat,GJ Maxwell,AB de Villiers,DT Christian,Shahbaz Ahmed,KA Jamieson,HV Patel,Mohammed Siraj,YS Chahal,RG Sharma,Q de Kock,Ishan Kishan,SA Yadav,KH Pandya,KA Pollard,HH Pandya,AF Milne,RD Chahar,JJ Bumrah,TA Boult,90617,90137,90296,90197,90028,90175,90537,90271,90214,90372,90649,90471,90439,90225,90521,90282,90272,90211,90043,90466,90245,90594
1254097,PP Shaw,S Dhawan,SS Iyer,RR Pant,SO Hetmyer,Lalit Yadav,AR Patel,R Ashwin,K Rabada,A Nortje,Avesh Khan,LS Livingstone,YBK Jaiswal,SV Samson,DA Miller,MK Lomror,R Parag,R Tewatia,T Shamsi,Kartik Tyagi,C Sakariya,Mustafizur Rahman,90433,90501,90572,90483,90561,90308,90070,90440,90267,90015,90081,90317,90646,90582,90141,90358,90447,90456,90590,90277,90114,90383
1254107,KL Rahul,MA Agarwal,CH Gayle,AK Markram,N Pooran,DJ Hooda,Harpreet Brar,NT Ellis,Mohammed Shami,Ravi Bishnoi,Arshdeep Singh,DA Warner,WP Saha,KS Williamson,MK Pandey,KM Jadhav,Abdul Samad,JO Holder,Rashid Khan,B Kumar,Sandeep Sharma,KK Ahmed,90288,90336,90118,90049,90386,90151,90205,90399,90371,90465,90071,90142,90636,90298,90359,90290,90031,90253,90463,90087,90524,90284
1254113,V Kohli,D Padikkal,AB de Villiers,GJ Maxwell,TH David,HV Patel,PWH de Silva,KS Bharat,Navdeep Saini,Mohammed Siraj,YS Chahal,RD Gaikwad,F du Plessis,MM Ali,AT Rayudu,SK Raina,MS Dhoni,RA Jadeja,DJ Bravo,SN Thakur,DL Chahar,JR Hazlewood,90617,90137,90028,90197,90598,90214,90438,90296,90389,90372,90649,90467,90182,90362,90078,90549,90378,90459,90149,90560,90161,90259
1254096,RG Sharma,Q de Kock,SA Yadav,Ishan Kishan,KA Pollard,KH Pandya,SS Tiwary,AF Milne,RD Chahar,JJ Bumrah,TA Boult,Shubman Gill,VR Iyer,RA Tripathi,EJG Morgan,N Rana,AD Russell,KD Karthik,SP Narine,LH Ferguson,M Prasidh Krishna,CV Chakravarthy,90471,90439,90521,90225,90272,90282,90577,90043,90466,90245,90594,90546,90626,90461,90179,90387,90042,90281,90566,90310,90330,90133
1254105,DA Warner,WP Saha,KS Williamson,MK Pandey,KM Jadhav,Abdul Samad,JO Holder,Rashid Khan,B Kumar,Sandeep Sharma,KK Ahmed,PP Shaw,S Dhawan,SS Iyer,RR Pant,MP Stoinis,SO Hetmyer,AR Patel,R Ashwin,K Rabada,A Nortje,Avesh Khan,90142,90636,90298,90359,90290,90031,90253,90463,90087,90524,90284,90433,90501,90572,90483,90375,90561,90070,90440,90267,90015,90081
1254111,E Lewis,YBK Jaiswal,SV Samson,LS Livingstone,MK Lomror,R Parag,R Tewatia,CH Morris,C Sakariya,Kartik Tyagi,Mustafizur Rahman,KL Rahul,MA Agarwal,AK Markram,N Pooran,DJ Hooda,FA Allen,IC Porel,AU Rashid,Harpreet Brar,Arshdeep Singh,Mohammed Shami,90178,90646,90582,90317,90358,90447,90456,90119,90114,90277,90383,90288,90336,90049,90386,90151,90183,90219,90079,90205,90071,90371
1254087,V Kohli,D Padikkal,KS Bharat,GJ Maxwell,AB de Villiers,Sachin Baby,PWH de Silva,KA Jamieson,HV Patel,Mohammed Siraj,YS Chahal,Shubman Gill,VR Iyer,AD Russell,N Rana,RA Tripathi,EJG Morgan,KD Karthik,LH Ferguson,SP Narine,CV Chakravarthy,M Prasidh Krishna,90617,90137,90296,90197,90028,90522,90438,90271,90214,90372,90649,90546,90626,90042,90387,90461,90179,90281,90310,90566,90133,90330
1254104,RD Gaikwad,F du Plessis,MM Ali,AT Rayudu,SK Raina,MS Dhoni,RA Jadeja,DJ Bravo,SN Thakur,DL Chahar,JR Hazlewood,Q de Kock,Anmolpreet Singh,SA Yadav,Ishan Kishan,SS Tiwary,KA Pollard,KH Pandya,AF Milne,RD Chahar,JJ Bumrah,TA Boult,90467,90182,90362,90078,90549,90378,90459,90149,90560,90161,90259,90439,90063,90521,90225,90577,90272,90282,90043,90466,90245,90594
1254086,P Simran Singh,MA Agarwal,CH Gayle,DJ Malan,DJ Hooda,M Shahrukh Khan,CJ Jordan,Harpreet Brar,RP Meredith,Ravi Bishnoi,Mohammed Shami,PP Shaw,S Dhawan,SPD Smith,RR Pant,SO Hetmyer,MP Stoinis,AR Patel,Lalit Yadav,K Rabada,I Sharma,Avesh Khan,90416,90336,90118,90154,90151,90332,90124,90205,90479,90465,90371,90433,90501,90567,90483,90561,90375,90070,90308,90267,90216,90081
1254085,JC Buttler,YBK Jaiswal,SV Samson,R Parag,DA Miller,Anuj Rawat,R Tewatia,CH Morris,Kartik Tyagi,C Sakariya,Mustafizur Rahman,MK Pandey,JM Bairstow,KS Williamson,V Shankar,KM Jadhav,Mohammad Nabi,Abdul Samad,Rashid Khan,B Kumar,Sandeep Sharma,KK Ahmed,90237,90646,90582,90447,90141,90064,90456,90119,90277,90114,90383,90359,90250,90298,90620,90290,90370,90031,90463,90087,90524,90284
1254084,RD Gaikwad,F du Plessis,MM Ali,SK Raina,AT Rayudu,RA Jadeja,MS Dhoni,SM Curran,SN Thakur,DL Chahar,L Ngidi,Q de Kock,RG Sharma,SA Yadav,KH Pandya,KA Pollard,HH Pandya,JDS Neesham,DS Kulkarni,RD Chahar,JJ Bumrah,TA Boult,90467,90182,90362,90549,90078,90459,90378,90554,90560,90161,90304,90439,90471,90521,90282,90272,90211,90241,90173,90466,90245,90594
1254083,KL Rahul,P Simran Singh,CH Gayle,N Pooran,DJ Hooda,M Shahrukh Khan,Harpreet Brar,RP Meredith,Ravi Bishnoi,Mohammed Shami,CJ Jordan,V Kohli,D Padikkal,RM Patidar,GJ Maxwell,AB de Villiers,Shahbaz Ahmed,DR Sams,KA Jamieson,HV Patel,Mohammed Siraj,YS Chahal,90288,90416,90118,90386,90151,90332,90205,90479,90465,90371,90124,90617,90137,90477,90197,90028,90537,90170,90271,90214,90372,90649
1254082,N Rana,Shubman Gill,RA Tripathi,EJG Morgan,SP Narine,AD Russell,KD Karthik,PJ Cummins,Shivam Mavi,CV Chakravarthy,M Prasidh Krishna,PP Shaw,S Dhawan,RR Pant,MP Stoinis,SO Hetmyer,SPD Smith,Lalit Yadav,AR Patel,K Rabada,Avesh Khan,I Sharma,90387,90546,90461,90179,90566,90042,90281,90426,90541,90133,90330,90433,90501,90483,90375,90561,90567,90308,90070,90267,90081,90216
1254081,JC Buttler,YBK Jaiswal,SV Samson,S Dube,DA Miller,R Parag,R Tewatia,CH Morris,JD Unadkat,C Sakariya,Mustafizur Rahman,RG Sharma,Q de Kock,SA Yadav,KH Pandya,KA Pollard,HH Pandya,NM Coulter-Nile,J Yadav,RD Chahar,JJ Bumrah,TA Boult,90237,90646,90582,90502,90141,90447,90456,90119,90239,90114,90383,90471,90439,90521,90282,90272,90211,90397,90231,90466,90245,90594
1254080,DA Warner,JM Bairstow,MK Pandey,KS Williamson,KM Jadhav,Rashid Khan,V Shankar,J Suchith,S Kaul,KK Ahmed,Sandeep Sharma,RD Gaikwad,F du Plessis,MM Ali,RA Jadeja,SK Raina,AT Rayudu,MS Dhoni,SM Curran,SN Thakur,DL Chahar,L Ngidi,90142,90250,90359,90298,90290,90463,90620,90228,90504,90284,90524,90467,90182,90362,90459,90549,90078,90378,90554,90560,90161,90304
1254079,V Kohli,D Padikkal,RM Patidar,GJ Maxwell,AB de Villiers,Washington Sundar,DR Sams,KA Jamieson,HV Patel,Mohammed Siraj,YS Chahal,PP Shaw,S Dhawan,SPD Smith,RR Pant,MP Stoinis,SO Hetmyer,AR Patel,K Rabada,Avesh Khan,A Mishra,I Sharma,90617,90137,90477,90197,90028,90634,90170,90271,90214,90372,90649,90433,90501,90567,90483,90375,90561,90070,90267,90081,90010,90216
1254078,KL Rahul,MA Agarwal,CH Gayle,DJ Hooda,N Pooran,MC Henriques,M Shahrukh Khan,CJ Jordan,Ravi Bishnoi,Mohammed Shami,Arshdeep Singh,Shubman Gill,N Rana,RA Tripathi,SP Narine,EJG Morgan,AD Russell,KD Karthik,PJ Cummins,Shivam Mavi,CV Chakravarthy,M Prasidh Krishna,90288,90336,90118,90151,90386,90343,90332,90124,90465,90371,90071,90546,90387,90461,90566,90179,90042,90281,90426,90541,90133,90330
1254077,PP Shaw,S Dhawan,RR Pant,SPD Smith,SO Hetmyer,MP Stoinis,AR Patel,R Ashwin,K Rabada,Avesh Khan,A Mishra,DA Warner,JM Bairstow,KS Williamson,Virat Singh,KM Jadhav,Abhishek Sharma,Rashid Khan,V Shankar,J Suchith,S Kaul,KK Ahmed,90433,90501,90483,90567,90561,90375,90070,90440,90267,90081,90010,90142,90250,90298,90623,90290,90033,90463,90620,90228,90504,90284
1254076,RD Gaikwad,F du Plessis,SK Raina,AT Rayudu,RA Jadeja,MS Dhoni,DJ Bravo,SM Curran,SN Thakur,DL Chahar,Imran Tahir,V Kohli,D Padikkal,Washington Sundar,GJ Maxwell,AB de Villiers,DT Christian,KA Jamieson,HV Patel,Navdeep Saini,YS Chahal,Mohammed Siraj,90467,90182,90549,90078,90459,90378,90149,90554,90560,90161,90221,90617,90137,90634,90197,90028,90175,90271,90214,90389,90649,90372
